"PID","Audio_stimuli","Sentence","Speaker","Condition","CB","Target","Response","Target_Final","Target_Context","Response_Final","Response_Context","autoscore","FH"
12126910,"FHA_L1_S50.wav","S50","L1","C","CB4","I wear a belt to hold up my pants","I wear a belt to hold up my pants","pants","I wear a belt to hold up my","pants","I wear a belt to hold up my",1,0
12126910,"FHA_L1_S54.wav","S54","L1","C","CB4","The glass had a chip on the rim","The glass had a chip on the rim","rim","The glass had a chip on the","rim","The glass had a chip on the",1,0
12126910,"FHA_L1_S16.wav","S16","L1","I","CB4","They removed the cork to drink the line","They removed the cork to drink the line","line","They removed the cork to drink the","line","They removed the cork to drink the",1,0
12126910,"FHA_L1_S30.wav","S30","L1","I","CB4","Wipe your greasy hands on that tower","Wipe your greasy hands on that tower","tower","Wipe your greasy hands on that","tower","Wipe your greasy hands on that",1,0
12126910,"FHA_L1_S47.wav","S47","L1","C","CB4","It hurts my jaw when I chew gum","It hurts my jaw when I chew gum","gum","It hurts my jaw when I chew","gum","It hurts my jaw when I chew",1,0
12126910,"FHA_L1_S27.wav","S27","L1","I","CB4","He stayed in the boat because he can’t swing","He stayed in the boat because he can't swing","swing","He stayed in the boat because he can’t","swing","He stayed in the boat because he can't",1,0
12126910,"FHA_L1_S48.wav","S48","L1","C","CB4","He fed the hay to the horse","He fed the hay to the horse","horse","He fed the hay to the","horse","He fed the hay to the",1,0
12126910,"FHA_L1_S61.wav","S61","L1","C","CB4","Paul took a bath in the tub","Paul took a bath in the tub","tub","Paul took a bath in the","tub","Paul took a bath in the",1,0
12126910,"FHA_L1_S53.wav","S53","L1","C","CB4","She enjoyed her drink beside the pool","She enjoyed her drink beside the pool","pool","She enjoyed her drink beside the","pool","She enjoyed her drink beside the",1,0
12126910,"FHA_L1_S22.wav","S22","L1","I","CB4","You will get wet if you walk in the race","You will get wet if you walk in the race","race","You will get wet if you walk in the","race","You will get wet if you walk in the",1,0
12126910,"FHA_L1_S49.wav","S49","L1","C","CB4","I cut my finger with the knife","I cut my finger with the knife","knife","I cut my finger with the","knife","I cut my finger with the",1,0
12126910,"FHA_L1_S23.wav","S23","L1","I","CB4","He sat on the throne when he became ring","He sat on the throne when he became ring","ring","He sat on the throne when he became","ring","He sat on the throne when he became",1,0
12126910,"FHA_L1_S29.wav","S29","L1","I","CB4","He got a letter in the tail","He got a letter in the tail","tail","He got a letter in the","tail","He got a letter in the",1,0
12126910,"FHA_L1_S55.wav","S55","L1","C","CB4","I often cry when I get sad","I often cry when I get sad","sad","I often cry when I get","sad","I often cry when I get",1,0
12126910,"FHA_L1_S19.wav","S19","L1","I","CB4","Check the clock if you want the mime","I checked the call...","mime","Check the clock if you want the","call...","I checked the",0,1
12126910,"FHA_L1_S25.wav","S25","L1","I","CB4","He used soap to wash away the shirt","He used soap to wash away the shirt","shirt","He used soap to wash away the","shirt","He used soap to wash away the",1,0
12126910,"FHA_L1_S60.wav","S60","L1","C","CB4","You often fall when you trip","You often fall when you trip","trip","You often fall when you","trip","You often fall when you",1,0
12126910,"FHA_L1_S51.wav","S51","L1","C","CB4","You can go above the clouds in a plane","You can go above the clouds in a plane","plane","You can go above the clouds in a","plane","You can go above the clouds in a",1,0
12126910,"FHA_L1_S57.wav","S57","L1","C","CB4","She made the bed with a clean sheet","She made the bed with a clean sheet","sheet","She made the bed with a clean","sheet","She made the bed with a clean",1,0
12126910,"FHA_L1_S56.wav","S56","L1","C","CB4","He bought a ticket to make sure he got a seat","He bought a ticket to make sure he got a seat ","seat","He bought a ticket to make sure he got a","seat","He bought a ticket to make sure he got a",1,0
12126910,"FHA_L1_S28.wav","S28","L1","I","CB4","We put the trash in a plastic tag","We put the trash in a plastic tag","tag","We put the trash in a plastic","tag","We put the trash in a plastic",1,0
12126910,"FHA_L1_S17.wav","S17","L1","I","CB4","She took the bridge to cross the liver","She took the bridge to cross the liver","liver","She took the bridge to cross the","liver","She took the bridge to cross the",1,0
12126910,"FHA_L2_S34.wav","S34","L2","C","CB4","He got drunk at the local bar","He got drunk at the local bar","bar","He got drunk at the local","bar","He got drunk at the local",1,0
12126910,"FHA_L2_S01.wav","S01","L2","I","CB4","We put salt on the street to melt the ace","We put salt on the street to melt the ice","ace","We put salt on the street to melt the","ice","We put salt on the street to melt the",0,1
12126910,"FHA_L2_S03.wav","S03","L2","I","CB4","He wore a mask over his base","He wore a mask over his base","base","He wore a mask over his","base","He wore a mask over his",1,0
12126910,"FHA_L2_S38.wav","S38","L2","C","CB4","He put the old toys in a box","He put the toys in a box","box","He put the old toys in a","box","He put the toys in a",1,0
12126910,"FHA_L2_S35.wav","S35","L2","C","CB4","I lie in the sand at the beach","I lie in the sand at the beach","beach","I lie in the sand at the","beach","I lie in the sand at the",1,0
12126910,"FHA_L2_S39.wav","S39","L2","C","CB4","He went to the baker to get fresh bread","You went to the baker to get fresh bread","bread","He went to the baker to get fresh","bread","You went to the baker to get fresh",1,0
12126910,"FHA_L2_S13.wav","S13","L2","I","CB4","They served soup in a hole","They serve soup in a hole","hole","They served soup in a","hole","They serve soup in a",1,0
12126910,"FHA_L2_S43.wav","S43","L2","C","CB4","She sung in the school choir","She sung in a school choir","choir","She sung in the school","choir","She sung in a school",1,0
12126910,"FHA_L2_S42.wav","S42","L2","C","CB4","They built a moat around the castle","They built a mole around the castle","castle","They built a moat around the","castle","They built a mole around the",1,0
12126910,"FHA_L2_S15.wav","S15","L2","I","CB4","You will need cards to play joker","You will need cards to plat joccer ","joker","You will need cards to play","joccer","You will need cards to plat",0,1
12126910,"FHA_L2_S37.wav","S37","L2","C","CB4","You will frequently turn a page when reading a book","You will frequently turn a page when you're reading a book","book","You will frequently turn a page when reading a","book","You will frequently turn a page when you're reading a",1,0
12126910,"FHA_L2_S36.wav","S36","L2","C","CB4","He threw the seeds to the bird","You flew the seats to a bird","bird","He threw the seeds to the","bird","You flew the seats to a",1,0
12126910,"FHA_L2_S33.wav","S33","L2","C","CB4","She went to the concert to see the band","She went to the concert after she see the band","band","She went to the concert to see the","band","She went to the concert after she see the",1,0
12126910,"FHA_L2_S08.wav","S08","L2","I","CB4","Twist the lid to open the car","Twist the lid to open the car","car","Twist the lid to open the","car","Twist the lid to open the",1,0
12126910,"FHA_L2_S40.wav","S40","L2","C","CB4","She wore a white gown because she was the bride","She wore a white gown because she was a bride","bride","She wore a white gown because she was the","bride","She wore a white gown because she was a",1,0
12126910,"FHA_L2_S44.wav","S44","L2","C","CB4","You'll need a key to open the door","You need a key to open the door","door","You'll need a key to open the","door","You need a key to open the",1,0
12126910,"FHA_L2_S46.wav","S46","L2","C","CB4","He iced his knuckles after the fight","He iced his knuckles after the fight ","fight","He iced his knuckles after the","fight","He iced his knuckles after the",1,0
12126910,"FHA_L2_S09.wav","S09","L2","I","CB4","She wore a feather in her cat","She wore a feather in her cat","cat","She wore a feather in her","cat","She wore a feather in her",1,0
12126910,"FHA_L2_S10.wav","S10","L2","I","CB4","He used a mop to clean the float","Use the mop to clean the float","float","He used a mop to clean the","float","Use the mop to clean the",1,0
12126910,"FHA_L2_S41.wav","S41","L2","C","CB4","The girl swept the floor with a broom","The girl swept the floor with the broom","broom","The girl swept the floor with a","broom","The girl swept the floor with the",1,0
12126910,"FHA_L2_S11.wav","S11","L2","I","CB4","They had to find a vein to draw her flood","They had to find a vein to draw a flood","flood","They had to find a vein to draw her","flood","They had to find a vein to draw a",1,0
12126910,"FHA_L2_S45.wav","S45","L2","C","CB4","Plant a hedge instead of building a fence","Plan ahead instead of buliding a fence","fence","Plant a hedge instead of building a","fence","Plan ahead instead of buliding a",1,0
12126910,"FHA_L2_S02.wav","S02","L2","I","CB4","She used her phone to make the ball","She used her phone to make the bowl","ball","She used her phone to make the","bowl","She used her phone to make the",0,1
12126910,"FHA_L2_S06.wav","S06","L2","I","CB4","He went to the tracks to watch the brain","He went to the trucks to watch the brain","brain","He went to the tracks to watch the","brain","He went to the trucks to watch the",1,0
12126910,"FHA_L2_S07.wav","S07","L2","I","CB4","Use this spray to kill the bus","Use this spray to kill the boss","bus","Use this spray to kill the","boss","Use this spray to kill the",0,1
12126910,"FHA_L2_S12.wav","S12","L2","I","CB4","You need wax to make a handle","You need wax to make a handle","handle","You need wax to make a","handle","You need wax to make a",1,0
12126910,"FHA_L2_S32.wav","S32","L2","C","CB4","She threw away the core after eating the apple","She threw away the core after eating the apple","apple","She threw away the core after eating the","apple","She threw away the core after eating the",1,0
12126910,"FHA_L2_S14.wav","S14","L2","I","CB4","He needed a saw to cut the hood","He needed a soil to catch...","hood","He needed a saw to cut the","catch...","He needed a soil to",0,1
12126910,"FHA_L2_S04.wav","S04","L2","I","CB4","Wipe your feet on the bat","Wipe your feet on the bat","bat","Wipe your feet on the","bat","Wipe your feet on the",1,0
12126910,"FHA_L2_S05.wav","S05","L2","I","CB4","Use a comb to fix your bear","Use a comb to fix your bear","bear","Use a comb to fix your","bear","Use a comb to fix your",1,0
12162402,"FHA_L1_S21.wav","S21","L1","I","CB4","You might buy a yacht if you won the pottery","You might buy a pot if you won the lottery ","pottery","You might buy a yacht if you won the","lottery","You might buy a pot if you won the",0,1
12162402,"FHA_L1_S50.wav","S50","L1","C","CB4","I wear a belt to hold up my pants","I wear a belt to hold up my pants ","pants","I wear a belt to hold up my","pants","I wear a belt to hold up my",1,0
12162402,"FHA_L1_S27.wav","S27","L1","I","CB4","He stayed in the boat because he can’t swing","He stayed in the boat because he cant swing ","swing","He stayed in the boat because he can’t","swing","He stayed in the boat because he cant",1,0
12162402,"FHA_L1_S18.wav","S18","L1","I","CB4","I couldn't see the road driving through the log","I couldnt see the road driving through the log ","log","I couldn't see the road driving through the","log","I couldnt see the road driving through the",1,0
12162402,"FHA_L1_S61.wav","S61","L1","C","CB4","Paul took a bath in the tub","Paul took a bath in the tub","tub","Paul took a bath in the","tub","Paul took a bath in the",1,0
12162402,"FHA_L1_S24.wav","S24","L1","I","CB4","I’m always full after a big seal","Im always full after a big seal ","seal","I’m always full after a big","seal","Im always full after a big",1,0
12162402,"FHA_L1_S28.wav","S28","L1","I","CB4","We put the trash in a plastic tag","We put the trash in a plastic tag","tag","We put the trash in a plastic","tag","We put the trash in a plastic",1,0
12162402,"FHA_L1_S47.wav","S47","L1","C","CB4","It hurts my jaw when I chew gum","It hurts my jaw when I chew gum ","gum","It hurts my jaw when I chew","gum","It hurts my jaw when I chew",1,0
12162402,"FHA_L1_S59.wav","S59","L1","C","CB4","Stir your coffee with a spoon","Stern coffee with a spoon","spoon","Stir your coffee with a","spoon","Stern coffee with a",1,0
12162402,"FHA_L1_S48.wav","S48","L1","C","CB4","He fed the hay to the horse","He fed the hay to the horse","horse","He fed the hay to the","horse","He fed the hay to the",1,0
12162402,"FHA_L1_S16.wav","S16","L1","I","CB4","They removed the cork to drink the line","They removed the cork to drink the line \","line","They removed the cork to drink the","\","They removed the cork to drink the line",0,1
12162402,"FHA_L1_S29.wav","S29","L1","I","CB4","He got a letter in the tail","He got a letter in the tail ","tail","He got a letter in the","tail","He got a letter in the",1,0
12162402,"FHA_L1_S54.wav","S54","L1","C","CB4","The glass had a chip on the rim","The glass had a chip on the rim","rim","The glass had a chip on the","rim","The glass had a chip on the",1,0
12162402,"FHA_L1_S22.wav","S22","L1","I","CB4","You will get wet if you walk in the race","You will get wet if you walk in the race ","race","You will get wet if you walk in the","race","You will get wet if you walk in the",1,0
12162402,"FHA_L1_S55.wav","S55","L1","C","CB4","I often cry when I get sad","I often cry when I get sad","sad","I often cry when I get","sad","I often cry when I get",1,0
12162402,"FHA_L1_S19.wav","S19","L1","I","CB4","Check the clock if you want the mime","Check the clock if you want the mime ","mime","Check the clock if you want the","mime","Check the clock if you want the",1,0
12162402,"FHA_L1_S49.wav","S49","L1","C","CB4","I cut my finger with the knife","I cut my finger with the knife","knife","I cut my finger with the","knife","I cut my finger with the",1,0
12162402,"FHA_L1_S51.wav","S51","L1","C","CB4","You can go above the clouds in a plane","You can go above the clouds in a plane ","plane","You can go above the clouds in a","plane","You can go above the clouds in a",1,0
12162402,"FHA_L1_S60.wav","S60","L1","C","CB4","You often fall when you trip","You often fall when you trip ","trip","You often fall when you","trip","You often fall when you",1,0
12162402,"FHA_L1_S53.wav","S53","L1","C","CB4","She enjoyed her drink beside the pool","She enjoyed her drink beside the pool ","pool","She enjoyed her drink beside the","pool","She enjoyed her drink beside the",1,0
12162402,"FHA_L1_S26.wav","S26","L1","I","CB4","I feel tired when I don't sleeve","I feel tired when I dont sleathw","sleeve","I feel tired when I don't","sleathw","I feel tired when I dont",0,1
12162402,"FHA_L1_S56.wav","S56","L1","C","CB4","He bought a ticket to make sure he got a seat","He bought a ticket to make sure he got a seat ","seat","He bought a ticket to make sure he got a","seat","He bought a ticket to make sure he got a",1,0
12162402,"FHA_L1_S23.wav","S23","L1","I","CB4","He sat on the throne when he became ring","He sat on the throne when he became ring ","ring","He sat on the throne when he became","ring","He sat on the throne when he became",1,0
12162402,"FHA_L1_S30.wav","S30","L1","I","CB4","Wipe your greasy hands on that tower","Wipe your greasy hands on that tower","tower","Wipe your greasy hands on that","tower","Wipe your greasy hands on that",1,0
12162402,"FHA_L1_S17.wav","S17","L1","I","CB4","She took the bridge to cross the liver","She took the bridge to cross the liver ","liver","She took the bridge to cross the","liver","She took the bridge to cross the",1,0
12162402,"FHA_L1_S20.wav","S20","L1","I","CB4","He took a pill when he was pick","He took a pill when he was pick ","pick","He took a pill when he was","pick","He took a pill when he was",1,0
12162402,"FHA_L1_S57.wav","S57","L1","C","CB4","She made the bed with a clean sheet","She made the bed with a clean sheet ","sheet","She made the bed with a clean","sheet","She made the bed with a clean",1,0
12162402,"FHA_L1_S25.wav","S25","L1","I","CB4","He used soap to wash away the shirt","He used soap to wash away the shirt ","shirt","He used soap to wash away the","shirt","He used soap to wash away the",1,0
12162402,"FHA_L1_S52.wav","S52","L1","C","CB4","Raise the flag up the pole","Raise the flagup the pole ","pole","Raise the flag up the","pole","Raise the flagup the",1,0
12162402,"FHA_L1_S58.wav","S58","L1","C","CB4","Tie your laces when you put on your shoes","Tie your laces when you put on your shoes","shoes","Tie your laces when you put on your","shoes","Tie your laces when you put on your",1,0
12162402,"FHA_L2_S39.wav","S39","L2","C","CB4","He went to the baker to get fresh bread","You went to the baker to get fresh bread ","bread","He went to the baker to get fresh","bread","You went to the baker to get fresh",1,0
12162402,"FHA_L2_S04.wav","S04","L2","I","CB4","Wipe your feet on the bat","Wipe your feet on the bat","bat","Wipe your feet on the","bat","Wipe your feet on the",1,0
12162402,"FHA_L2_S44.wav","S44","L2","C","CB4","You'll need a key to open the door","You need a key to open the door ","door","You'll need a key to open the","door","You need a key to open the",1,0
12162402,"FHA_L2_S14.wav","S14","L2","I","CB4","He needed a saw to cut the hood","He needed a saw to cut the hood ","hood","He needed a saw to cut the","hood","He needed a saw to cut the",1,0
12162402,"FHA_L2_S46.wav","S46","L2","C","CB4","He iced his knuckles after the fight","He iced his knuckles after the fight ","fight","He iced his knuckles after the","fight","He iced his knuckles after the",1,0
12162402,"FHA_L2_S41.wav","S41","L2","C","CB4","The girl swept the floor with a broom","The girls wept the floor with a broom ","broom","The girl swept the floor with a","broom","The girls wept the floor with a",1,0
12162402,"FHA_L2_S05.wav","S05","L2","I","CB4","Use a comb to fix your bear","Heres a comb to fix your bear ","bear","Use a comb to fix your","bear","Heres a comb to fix your",1,0
12162402,"FHA_L2_S03.wav","S03","L2","I","CB4","He wore a mask over his base","He wore a mask over his bays ","base","He wore a mask over his","bays","He wore a mask over his",0,1
12162402,"FHA_L2_S11.wav","S11","L2","I","CB4","They had to find a vein to draw her flood","They had to find a vein to draw a flood ","flood","They had to find a vein to draw her","flood","They had to find a vein to draw a",1,0
12162402,"FHA_L2_S35.wav","S35","L2","C","CB4","I lie in the sand at the beach","I lie in the sand at the beach ","beach","I lie in the sand at the","beach","I lie in the sand at the",1,0
12162402,"FHA_L2_S15.wav","S15","L2","I","CB4","You will need cards to play joker","You need a card to play joker","joker","You will need cards to play","joker","You need a card to play",1,0
12162402,"FHA_L2_S08.wav","S08","L2","I","CB4","Twist the lid to open the car","Twist the lid to open the car","car","Twist the lid to open the","car","Twist the lid to open the",1,0
12162402,"FHA_L2_S06.wav","S06","L2","I","CB4","He went to the tracks to watch the brain","You enter the tracks to watch the brain ","brain","He went to the tracks to watch the","brain","You enter the tracks to watch the",1,0
12162402,"FHA_L2_S12.wav","S12","L2","I","CB4","You need wax to make a handle","You need wax to make a handle ","handle","You need wax to make a","handle","You need wax to make a",1,0
12162402,"FHA_L2_S36.wav","S36","L2","C","CB4","He threw the seeds to the bird","You threw the seats to the bird ","bird","He threw the seeds to the","bird","You threw the seats to the",1,0
12162402,"FHA_L2_S07.wav","S07","L2","I","CB4","Use this spray to kill the bus","Use this spray to kill the bus ","bus","Use this spray to kill the","bus","Use this spray to kill the",1,0
12162402,"FHA_L2_S45.wav","S45","L2","C","CB4","Plant a hedge instead of building a fence","Plant a hedge instead of building a fence","fence","Plant a hedge instead of building a","fence","Plant a hedge instead of building a",1,0
12162402,"FHA_L2_S42.wav","S42","L2","C","CB4","They built a moat around the castle","They built a moat around a castle ","castle","They built a moat around the","castle","They built a moat around a",1,0
12162402,"FHA_L2_S43.wav","S43","L2","C","CB4","She sung in the school choir","She sang in a school quire ","choir","She sung in the school","quire","She sang in a school",0,1
12162402,"FHA_L2_S37.wav","S37","L2","C","CB4","You will frequently turn a page when reading a book","You will frequently turn the page while reading a book ","book","You will frequently turn a page when reading a","book","You will frequently turn the page while reading a",1,0
12162402,"FHA_L2_S40.wav","S40","L2","C","CB4","She wore a white gown because she was the bride","She wore a white gown because she was the bride","bride","She wore a white gown because she was the","bride","She wore a white gown because she was the",1,0
12162402,"FHA_L2_S01.wav","S01","L2","I","CB4","We put salt on the street to melt the ace","We put salt on the street to melt the ace ","ace","We put salt on the street to melt the","ace","We put salt on the street to melt the",1,0
12162402,"FHA_L2_S34.wav","S34","L2","C","CB4","He got drunk at the local bar","He got drunk at the local bar ","bar","He got drunk at the local","bar","He got drunk at the local",1,0
12162402,"FHA_L2_S02.wav","S02","L2","I","CB4","She used her phone to make the ball","She used her phone to make the bowl ","ball","She used her phone to make the","bowl","She used her phone to make the",0,1
12162402,"FHA_L2_S38.wav","S38","L2","C","CB4","He put the old toys in a box","He put the altoids in the box ","box","He put the old toys in a","box","He put the altoids in the",1,0
12162402,"FHA_L2_S33.wav","S33","L2","C","CB4","She went to the concert to see the band","She went to the concert to see the bend ","band","She went to the concert to see the","bend","She went to the concert to see the",0,1
12162402,"FHA_L2_S09.wav","S09","L2","I","CB4","She wore a feather in her cat","She wore a feather in her cat ","cat","She wore a feather in her","cat","She wore a feather in her",1,0
12162402,"FHA_L2_S13.wav","S13","L2","I","CB4","They served soup in a hole","They serve soup in a hole ","hole","They served soup in a","hole","They serve soup in a",1,0
12162402,"FHA_L2_S32.wav","S32","L2","C","CB4","She threw away the core after eating the apple","She threw away the core after eating the apple ","apple","She threw away the core after eating the","apple","She threw away the core after eating the",1,0
12162402,"FHA_L2_S10.wav","S10","L2","I","CB4","He used a mop to clean the float","He used a mop to clean the float ","float","He used a mop to clean the","float","He used a mop to clean the",1,0
12135516,"FHA_L1_S54.wav","S54","L1","C","CB4","The glass had a chip on the rim","I did not hear anything","rim","The glass had a chip on the","anything","I did not hear",0,1
12135516,"FHA_L1_S28.wav","S28","L1","I","CB4","We put the trash in a plastic tag","we put the trash in a plastic tag","tag","We put the trash in a plastic","tag","we put the trash in a plastic",1,0
12135516,"FHA_L1_S16.wav","S16","L1","I","CB4","They removed the cork to drink the line","they removed the cork to drink the lime ","line","They removed the cork to drink the","lime","they removed the cork to drink the",0,1
12135516,"FHA_L1_S19.wav","S19","L1","I","CB4","Check the clock if you want the mime","check the clock if you want the mime","mime","Check the clock if you want the","mime","check the clock if you want the",1,0
12135516,"FHA_L1_S57.wav","S57","L1","C","CB4","She made the bed with a clean sheet","she made the bed with a clean sheet","sheet","She made the bed with a clean","sheet","she made the bed with a clean",1,0
12135516,"FHA_L1_S25.wav","S25","L1","I","CB4","He used soap to wash away the shirt","he used soap to wash away the shirt","shirt","He used soap to wash away the","shirt","he used soap to wash away the",1,0
12135516,"FHA_L1_S58.wav","S58","L1","C","CB4","Tie your laces when you put on your shoes","tie your laces when you put on your shoes","shoes","Tie your laces when you put on your","shoes","tie your laces when you put on your",1,0
12135516,"FHA_L1_S48.wav","S48","L1","C","CB4","He fed the hay to the horse","he fed the hay to the horse","horse","He fed the hay to the","horse","he fed the hay to the",1,0
12135516,"FHA_L1_S29.wav","S29","L1","I","CB4","He got a letter in the tail","he got a letter in the tale","tail","He got a letter in the","tale","he got a letter in the",0,1
12135516,"FHA_L1_S49.wav","S49","L1","C","CB4","I cut my finger with the knife","I cut my finger with the knife","knife","I cut my finger with the","knife","I cut my finger with the",1,0
12135516,"FHA_L1_S20.wav","S20","L1","I","CB4","He took a pill when he was pick","he took a pill when he was pick","pick","He took a pill when he was","pick","he took a pill when he was",1,0
12135516,"FHA_L1_S52.wav","S52","L1","C","CB4","Raise the flag up the pole","raise the flag up the pole","pole","Raise the flag up the","pole","raise the flag up the",1,0
12135516,"FHA_L1_S18.wav","S18","L1","I","CB4","I couldn't see the road driving through the log","I couldn't see the road driving through the log ","log","I couldn't see the road driving through the","log","I couldn't see the road driving through the",1,0
12135516,"FHA_L1_S51.wav","S51","L1","C","CB4","You can go above the clouds in a plane","you can go above the clouds in a plane","plane","You can go above the clouds in a","plane","you can go above the clouds in a",1,0
12135516,"FHA_L1_S30.wav","S30","L1","I","CB4","Wipe your greasy hands on that tower","wipe your greasy hands on that tower","tower","Wipe your greasy hands on that","tower","wipe your greasy hands on that",1,0
12135516,"FHA_L1_S21.wav","S21","L1","I","CB4","You might buy a yacht if you won the pottery","you might buy a yacht if you won the pottery","pottery","You might buy a yacht if you won the","pottery","you might buy a yacht if you won the",1,0
12135516,"FHA_L1_S61.wav","S61","L1","C","CB4","Paul took a bath in the tub","Paul took a bath in the tub","tub","Paul took a bath in the","tub","Paul took a bath in the",1,0
12135516,"FHA_L1_S47.wav","S47","L1","C","CB4","It hurts my jaw when I chew gum","It hurts my jaw when I chew gum","gum","It hurts my jaw when I chew","gum","It hurts my jaw when I chew",1,0
12135516,"FHA_L1_S53.wav","S53","L1","C","CB4","She enjoyed her drink beside the pool","she enjoyed her drink beside the pool","pool","She enjoyed her drink beside the","pool","she enjoyed her drink beside the",1,0
12135516,"FHA_L1_S59.wav","S59","L1","C","CB4","Stir your coffee with a spoon","Stir your coffee with a spoon","spoon","Stir your coffee with a","spoon","Stir your coffee with a",1,0
12135516,"FHA_L1_S27.wav","S27","L1","I","CB4","He stayed in the boat because he can’t swing","he stayed in the boat because he can't swing ","swing","He stayed in the boat because he can’t","swing","he stayed in the boat because he can't",1,0
12135516,"FHA_L1_S60.wav","S60","L1","C","CB4","You often fall when you trip","you often fall when you trip","trip","You often fall when you","trip","you often fall when you",1,0
12135516,"FHA_L1_S55.wav","S55","L1","C","CB4","I often cry when I get sad","I often cry when I get sad","sad","I often cry when I get","sad","I often cry when I get",1,0
12135516,"FHA_L1_S50.wav","S50","L1","C","CB4","I wear a belt to hold up my pants","I wear a belt to hold up my pants ","pants","I wear a belt to hold up my","pants","I wear a belt to hold up my",1,0
12135516,"FHA_L1_S23.wav","S23","L1","I","CB4","He sat on the throne when he became ring","he sat on the thrown when he became ring","ring","He sat on the throne when he became","ring","he sat on the thrown when he became",1,0
12135516,"FHA_L1_S26.wav","S26","L1","I","CB4","I feel tired when I don't sleeve","I feel tired when I do not sleeve","sleeve","I feel tired when I don't","sleeve","I feel tired when I do not",1,0
12135516,"FHA_L1_S24.wav","S24","L1","I","CB4","I’m always full after a big seal","I am always full after a big seal","seal","I’m always full after a big","seal","I am always full after a big",1,0
12135516,"FHA_L1_S22.wav","S22","L1","I","CB4","You will get wet if you walk in the race","you will get wet if you walk in the race","race","You will get wet if you walk in the","race","you will get wet if you walk in the",1,0
12135516,"FHA_L1_S56.wav","S56","L1","C","CB4","He bought a ticket to make sure he got a seat","he bought a ticket to make sure he got a seat","seat","He bought a ticket to make sure he got a","seat","he bought a ticket to make sure he got a",1,0
12135516,"FHA_L1_S17.wav","S17","L1","I","CB4","She took the bridge to cross the liver","she took the bridge to cross the liver ","liver","She took the bridge to cross the","liver","she took the bridge to cross the",1,0
12135516,"FHA_L2_S11.wav","S11","L2","I","CB4","They had to find a vein to draw her flood","they had to find a vain to avoid the flood","flood","They had to find a vein to draw her","flood","they had to find a vain to avoid the",1,0
12135516,"FHA_L2_S02.wav","S02","L2","I","CB4","She used her phone to make the ball","she used her phone to make the bowl","ball","She used her phone to make the","bowl","she used her phone to make the",0,1
12135516,"FHA_L2_S36.wav","S36","L2","C","CB4","He threw the seeds to the bird","he through the sleeve to the bird ","bird","He threw the seeds to the","bird","he through the sleeve to the",1,0
12135516,"FHA_L2_S41.wav","S41","L2","C","CB4","The girl swept the floor with a broom","the girls wipe the floor with a broom","broom","The girl swept the floor with a","broom","the girls wipe the floor with a",1,0
12135516,"FHA_L2_S44.wav","S44","L2","C","CB4","You'll need a key to open the door","you need a key to open the door","door","You'll need a key to open the","door","you need a key to open the",1,0
12135516,"FHA_L2_S32.wav","S32","L2","C","CB4","She threw away the core after eating the apple","she threw away the core after eating the apple","apple","She threw away the core after eating the","apple","she threw away the core after eating the",1,0
12135516,"FHA_L2_S39.wav","S39","L2","C","CB4","He went to the baker to get fresh bread","we went to the baker to get fresh bread","bread","He went to the baker to get fresh","bread","we went to the baker to get fresh",1,0
12135516,"FHA_L2_S09.wav","S09","L2","I","CB4","She wore a feather in her cat","she wore a feather in her cap","cat","She wore a feather in her","cap","she wore a feather in her",0,1
12135516,"FHA_L2_S33.wav","S33","L2","C","CB4","She went to the concert to see the band","she went to the concert to see the band ","band","She went to the concert to see the","band","she went to the concert to see the",1,0
12135516,"FHA_L2_S38.wav","S38","L2","C","CB4","He put the old toys in a box","put your toys in the box ","box","He put the old toys in a","box","put your toys in the",1,0
12135516,"FHA_L2_S45.wav","S45","L2","C","CB4","Plant a hedge instead of building a fence","plan ahead instead of beating advance ","fence","Plant a hedge instead of building a","advance","plan ahead instead of beating",0,1
12135516,"FHA_L2_S13.wav","S13","L2","I","CB4","They served soup in a hole","they serve soul in a hole","hole","They served soup in a","hole","they serve soul in a",1,0
12135516,"FHA_L2_S08.wav","S08","L2","I","CB4","Twist the lid to open the car","twist the lip to open the car","car","Twist the lid to open the","car","twist the lip to open the",1,0
12135516,"FHA_L2_S43.wav","S43","L2","C","CB4","She sung in the school choir","she signed in the school choir ","choir","She sung in the school","choir","she signed in the school",1,0
12135516,"FHA_L2_S14.wav","S14","L2","I","CB4","He needed a saw to cut the hood","he needed a soul to cut the hood ","hood","He needed a saw to cut the","hood","he needed a soul to cut the",1,0
12135516,"FHA_L2_S40.wav","S40","L2","C","CB4","She wore a white gown because she was the bride","she wore a white gown because she was the bride ","bride","She wore a white gown because she was the","bride","she wore a white gown because she was the",1,0
12135516,"FHA_L2_S03.wav","S03","L2","I","CB4","He wore a mask over his base","he wore a mask over his base ","base","He wore a mask over his","base","he wore a mask over his",1,0
12135516,"FHA_L2_S04.wav","S04","L2","I","CB4","Wipe your feet on the bat","wipe your feet in the bag","bat","Wipe your feet on the","bag","wipe your feet in the",0,1
12135516,"FHA_L2_S34.wav","S34","L2","C","CB4","He got drunk at the local bar","he got drunk at the local bar","bar","He got drunk at the local","bar","he got drunk at the local",1,0
12135516,"FHA_L2_S46.wav","S46","L2","C","CB4","He iced his knuckles after the fight","he iced his knuckles after the fight ","fight","He iced his knuckles after the","fight","he iced his knuckles after the",1,0
